ID,S1_Progress,S2_Progress,S1_Attention1,S1_Attention2,S1_Attention3,S1_AttentionFailed,S2_Attention1,S2_Attention_2,S2_Attention_3,S2_AttentionFailed,Gender,Gender_TEXT,Ethnicity,Ethnicity_TEXT,Education,Religion,Religion_9_TEXT,Hel_Pr1,Hel_Pr2,Hel_Pr3,Hel_Pr4,Hel_Pr5,Hel_Pr6,Hel_Pr7,Age,Rrel_exp4,ICQ1,ICQ2,ICQ3,ICQ4,ICQ5,ICQ6,ICQ7,ICQ8,ICQ9,ICQ10,ICQ11,ICQ12,ICQ13,ICQ14,ICQ15,RecFP_1,RecFP_2,RecFP_3,RecFP_4,RecFP_5,RecFP_6,RecFP_7,RecFP_8,AuthFP_1,AuthFP_2,AuthFP_3,AuthFP_4,AuthFP_5,AuthFP_6,AuthFP_7,AuthFP_8
331,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Christianity,,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,25,more than 3 years but less than 5 years,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely unimportant,Slightly unimportant,Extremely unimportant,Slightly unimportant,Extremely important,Extremely unimportant,Extremely unimportant
368,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Hinduism,,Agree,Disagree,Agree,Undecided,Strongly disagree,Strongly disagree,Disagree,25,more than 3 years but less than 5 years,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely unimportant,Slightly important,Extremely unimportant,Quite important,Slightly unimportant,Extremely unimportant,Extremely unimportant
379,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Disagree,Disagree,Agree,Disagree,Undecided,Disagree,Disagree,31,NA,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Quite important,Quite important,Slightly important,Slightly important,Extremely important,Quite important,Slightly unimportant
386,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,30,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Slightly important,Quite unimportant,Slightly important,Quite important,Quite unimportant,Extremely important
387,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,College/Pre-university graduate,Islam,,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Undecided,27,7 - 12 months,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Slightly unimportant,Quite important,Slightly important,Quite important,Quite important,Quite important,Slightly important,Slightly important,Extremely unimportant,Quite unimportant,Slightly important,Quite unimportant,Slightly important,Extremely unimportant,Quite unimportant
398,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Taoism,,Strongly agree,Strongly agree,Undecided,Strongly agree,Agree,Agree,Agree,26,7 - 12 months,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,Extremely important,Quite important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant,Slightly important,Quite unimportant,Quite unimportant,Extremely unimportant
418,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Strongly agree,Agree,Agree,Strongly agree,Undecided,Strongly agree,Agree,27,more than 3 years but less than 5 years,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Extremely unimportant,Extremely important,Extremely important,Extremely important,Slightly important,Extremely unimportant,Extremely unimportant
432,100,100,Disagree,Disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,26,more than 1 year but less than 3 years,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,Quite important,Quite important,Quite important,Quite important,Slightly important,Quite important,Quite important,Quite important,Slightly important,Quite unimportant,Quite unimportant,Slightly unimportant,Quite unimportant,Quite unimportant,Extremely unimportant,Quite unimportant
443,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,Bachelor’s degree,Islam,,Undecided,Agree,Agree,Strongly disagree,Strongly agree,Undecided,Agree,27,more than 3 years but less than 5 years,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Extremely important,Quite important,Slightly important,Quite unimportant,Slightly important,Quite unimportant,Slightly important,Quite important,Extremely unimportant,Extremely unimportant
50,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Buddhism,,Agree,Agree,Undecided,Strongly disagree,Agree,Strongly agree,Strongly disagree,25,more than 1 year but less than 3 years,I'm only fair at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Slightly important,Quite important
158,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Christianity,,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,30,1 - 6 months,I'm always good at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always poor at this,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Extremely unimportant,Quite unimportant,Slightly unimportant,Quite important,Slightly unimportant,Quite important,Extremely important
263,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,28,1 - 6 months,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Quite important,Slightly unimportant,Extremely important,Quite important,Quite important,Extremely important,Slightly unimportant,Quite important
288,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,College/Pre-university graduate,Buddhism,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,38,more than 3 years but less than 5 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Slightly important,Quite unimportant,Slightly important,Extremely important,Quite unimportant,Extremely unimportant
300,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,My gender identity isn’t listed. I identify as:,Transwoman,Chinese,,Bachelor’s degree,Agnosticism,,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,30,more than 5 years but less than 10 years,I'm always good at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Extremely important,Quite important,Extremely unimportant,Quite unimportant,Slightly important
326,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,High school graduate,Islam,,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,31,more than 1 year but less than 3 years,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely unimportant,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely unimportant,Extremely unimportant
334,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,Master’s degree,Islam,,Strongly agree,Agree,Undecided,Strongly agree,Agree,Agree,Strongly agree,31,7 - 12 months,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Quite important,Extremely important,Quite important,Extremely important,Slightly important,Slightly important,Slightly unimportant,Slightly important,Quite important,Slightly important,Slightly important,Quite important,Quite unimportant
